url,title,summary,date
https://www.yna.co.kr/view/AKR20250610100200007,"대한보디빌딩협회, 2025 IFBB 아시아선수권에 남녀 대표팀 파견","(서울=연합뉴스) 이영호 기자 = 대한보디빌딩협회가 오는 14~18일 아랍에미리트 아지만에서 열리는 2025 세계피트니스 & 보디빌딩연맹(IFBB) 아시아선수권대회에 남녀 대표팀을 파견한다고 10일 밝혔다. 이번 대회에는 남녀 국가대표 7명(남자 4명·여자 3명)과 국가대표 상비군 15명(남자 9명·여자 6명)이 출전한다. 남자선수로는 미스터 YMCA와 SBS스포츠 미스터 & 미즈 코리아에서 다관왕에 오른 배철형, 이진우(이상 그린핏코리아), 박병선(클래스짐), 박은우(제주특별자치도보디빌딩협회), 쌍둥이 형제인 최성배·최웅배(이상 THE멋GYM) 등이 피지크 종목에 나선다. 또 제54회 미스터 YMCA 선발대회 대상 수상자인 송시훈(광주광역시체육회)를 필두로 황순철(괴산군청), 임인환(부산광역시보디빌딩협회), 임성재(그린핏코리아), 백성훈(세종특별자치시보디빌딩협회), 김영찬(코리아트레이닝센터), 김도행(충남보디빌딩협회) 등은 클래식 보디빌딩 종목에 도전한다. 여자선수로는 지난해 아시아선수권 챔피언 최서영(광주광역시체육회), 2024 IFBB 세계피트니스선수권대회 마스터 여자 비키니 부문 우승자인 김종년(대구광역시보디빌딩협회), SBS스포츠 미스터 & 미즈 코리아 여자 보디피트니스 체급 우승자 김미소(환순철퍼스트휘트니스), 미스터 YMCA 여자 피지크 체급 우승자 김유경(세종특별자치시보디빌딩협회) 등이 출전한다. 남녀 대표팀은 13일 출국해 18일까지 대회를 치르고 19일 귀국할 예정이다. horn90@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610100000061,"안산시, KTX 개통 앞둔 초지역에 455면 환승주차장 조성","(안산=연합뉴스) 김인유 기자 = 경기 안산시는 내년 말 초지역 KTX 정차에 대비해 대형 환승주차장 조성 사업을 추진 중이라고 10일 밝혔다. 시는 이날 정책브리핑을 열어 초지역에 총 455면 규모의 환승주차장을 조성해 KTX와 도시철도 등 5개 철도노선이 집중되는 교통 거점으로서의 위상을 강화하겠다고 사업 배경과 계획을 설명했다. 초지역은 수인선, 안산선(4호선), 소사원시선(서해선), 신안산선(개통 예정), KTX(개통 예정) 등 향후 도합 5개 철도노선이 집중되는 교통 거점으로 일일 약 2만 3천861명 이상이 이용할 것으로 예상된다. 이에 안산시는 지난 2023년 단원구 초지동 43-2번지 일원에 지상 2층 3단 구조로 총 455면 규모의 환승주차장 조성 계획을 수립한 뒤 총사업비 128억원을 투입해 내년 하반기 준공을 목표로 환승주차장 조성 사업을 추진하고 있다. 시는 ▲ KTX와 도시철도를 연계하는 환승 체계 구축 ▲ 자가용-대중교통을 연계한 통합 접근성 확보 ▲ 교통약자를 고려한 설계 및 도시경관 조화 등 다양한 요소를 고려해 환승주차장을 포함한 교통 인프라를 조성할 계획이다. 이민근 시장은 ""초지역은 수도권 남서부 권역과 전국에 고속철도망을 연결하는 핵심 정차역으로 부상 중""이라며 ""시민의 이동 편의와 도시경쟁력을 동시에 높일 수 있는 인프라 조성에 최선을 다하겠다""고 말했다. hedgehog@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610098100011,[연합뉴스 이 시각 헤드라인] - 14:30,"■ 내란 등 3대 특검, 李대통령 주재 국무회의 의결…특검정국 가시화 더불어민주당 주도로 국회를 통과한 이른바 '3대 특검법안(내란특검법·김건희특검법·채상병특검법)'이 10일 오전 이재명 대통령이 주재한 국무회의에서 의결됐다. 이에 따라 윤석열 전 대통령의 위헌·위법적인 비상계엄 선포 사태를 비롯해 윤 전 대통령의 배우자 김건희 여사 의혹 등 윤석열 정권 당시 제기된 각종 의혹 사건을 수사할 '3중 특검' 정국이 본격화할 전망이다. 이날 심의·의결된 3개의 특검법은 이후 대통령 재가 및 관보 게재 절차를 공포되며, 특검 추천 및 특검팀 구성 역시 조만간 이뤄지게 된다. 전문보기: https://www.yna.co.kr/view/AKR20250610064000001 ■ 시진핑, 李대통령과 통화서 ""한중관계 더 높은 수준 발전해야"" 시진핑 중국 국가주석이 10일 이재명 대통령과 첫 통화에서 한중 전략적 협력 동반자 관계를 더 높은 수준으로 발전시켜야 한다고 강조했다. 중국 관영 신화통신에 따르면 시 주석은 이날 오전 통화에서 이 대통령의 당선을 다시 한번 축하한다면서 이같이 말했다. 시 주석은 ""중한은 옮겨갈 수 없는 가까운 이웃""이라면서 ""수교 33년간 양국은 이념과 사회 제도 차이를 초월해 각 분야의 교류와 협력을 적극 추진하고 상호 성취와 공동 발전을 이뤘다""고 평가했다. 전문보기: https://www.yna.co.kr/view/AKR20250610081352009 ■ 조계종 회의장 화재 완진…'외부 노출' 문화유산 8점 이송 10일 오전 10시 22분께 서울 종로구 수송동의 조계종 내 건물에서 난 불이 약 1시간 30분 만에 완전히 꺼졌다. 소방 당국은 오전 11시 57분께 대응 1단계를 해제하며 완진을 선언했다. 진화에는 소방 차량 35대와 인력 142명이 동원됐다. 불은 조계사 사찰 옆 4층 규모 한국불교역사문화기념관의 2층 국제회의장 천장에서 시작됐다. 다행히 문화재가 다수",2025-06-10
https://www.yna.co.kr/view/AKR20250610094100060,"LH 경기북부, 의정부 이전 1년…""협업 통한 지역 발전 견인""","현장 중심 경영·민원 신속 대응으로 개발사업 순조 올해 5조원 투자…3기 신도시 등 주택 1만3천호 공급 (의정부=연합뉴스) 김도윤 기자 = 한국토지주택공사(LH) 경기북부지역본부가 10일 의정부 사옥으로 이전해 업무를 시작한 지 1주년을 맞았다. 현장 중심 경영과 지자체 협업 강화, 민원 신속 대응 등으로 각종 개발 사업을 앞당기면서 지역 발전을 견인하고 있다는게 안팎의 평가다. ◇ 본부 소속 직원 840명 유입…지역 상권 활성화 LH 경기북부본부는 2023년 초 신설돼 서울 임대 사옥에서 업무를 시작했다. 인구가 급증한 경기북부의 주택 공급 확대를 최우선에 둔 전담 조직이다. 담당 지역은 신설 당시 김포를 포함한 경기북부 11개 시·군이었으나 하남시와 양평군까지 확대됐고, 본부는 업무 효율성과 고객 접근성을 위해 지난해 6월 사옥을 의정부시로 이전했다. 본부 이전 계획 발표 때부터 개발 가속과 경제 활성화 등 지역의 기대가 컸다. 경기북부본부 소속 직원은 약 840명이며 이 중 300명가량이 사옥에 상주하고 나머지는 각 지역 사업단에서 근무한다. 대규모 인원이 유입되면서 의정부시 민락·고산 지구와 사옥이 있는 용현동 일대 지역 상권이 활기를 띠고 있다. 경제 유발 효과는 아직 분석 중이지만 지역에서는 자영업자 매출이 증가하는 등 반기는 분위기다. 사옥 인근에서 카페를 운영하는 김모씨는 ""지난해 6월부터 점심시간 손님이 많아져 직원을 추가 고용했다""며 ""유동 인구가 늘면서 근처 식당 등도 자연스럽게 매출이 느는 등 어두웠던 동네와 상권 분위기가 바뀌었다""고 웃었다. ◇ 자치단체장들과 스킨십…지역 개발 지원 본부 이전으로 현장 중심 경영과 신속한 민원 대응이 가능해졌다. 서울 사옥에서는 지리적 한계로 경기북부권 사업 추진과 민원 응대에 제약이 있었다고 본부 관계자는 설명했다. 이전 후 의정부 사옥 1층에는 수시로 자재 품평회가 열리고 상담실은 임대주택을",2025-06-10
https://www.yna.co.kr/view/AKR20250610099800061,[평택소식] '2025 국제아동미술교류전' 14일 개막,"(평택=연합뉴스) 경기 평택시 국제교류재단은 오는 14일 오전 11시 송탄국제교류센터에서 '2025 국제아동미술교류전' 개막식을 연다고 10일 밝혔다. 국제아동미술교류전에서는 전 세계 어린이들이 직접 그린 그림과 문화 물품 등을 전시하는 행사이다. '평화로운 우리 세상'이라는 주제로 다음 달 11일까지 계속되는 이번 행사에는 33개국 어린이들의 미술 작품과 다양한 문화 물품 등이 전시될 예정이다. 또 행사장에서는 마술공연과 댄스공연 외에 전래놀이 체험, 페이스페인팅 등 다양한 체험부스가 운영된다.",2025-06-10
https://www.yna.co.kr/view/AKR20250610098200061,경기광주 곤지암역세권 2단계 개발 승인…2030년 완료,"(경기 광주=연합뉴스) 이우성 기자 = 경기 광주시는 '곤지암역세권 2단계 도시개발사업 계획'이 경기도 도시계획위원회 심의를 조건부 통과했다고 10일 밝혔다. 곤지암역세권 2단계 개발사업은 판교~여주를 연결하는 경강선 광주시 곤지암역 주변 곤지암리 17만여㎡ 부지에 1천900여억원을 들여 2030년까지 아파트를 포함한 주택 2천세대와 교육, 자족, 상업 기능이 어우러진 복합 도시공간을 조성하는 사업이다. 시는 경기도 도시계획위원회 심의 의견을 반영해 지난해 2월 준공된 곤지암역세권 1단계 사업 구역과의 광역교통개선 방안 등을 마련해 개발계획을 보완할 방침이다. 이 같은 후속 행정절차를 거쳐 오는 8월 사업 구역으로 지정되면 시는 토지 감정평가와 보상 절차를 거친 후 2027년 하반기 착공 목표로 단계적으로 사업을 추진할 계획이다. gaonnuri@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610098500051,"[게시판] 메가마트, 11∼15일 모든 품목 할인 '메가블랙데이'","▲ 메가마트는 11일부터 15일까지 모든 상품 할인과 최대 반값, 오픈런, 1＋1 등 연중 최대 규모 할인 행사인 '메가 블랙 데이' 행사를 진행한다고 10일 밝혔다. (부산=연합뉴스)",2025-06-10
https://www.yna.co.kr/view/AKR20250610098400057,"울주군, 책나눔 도서 기증데이…이순걸 군수 1호 기증","(울산=연합뉴스) 장영은 기자 = 울산 울주군은 10일 군청 로비에서 '책나눔 행복나눔' 도서 기증데이 행사를 열었다. 이번 행사는 다양한 책을 기증 받아 도서관 접근성이 낮은 울주군 기업체에 단체대출 서비스를 제공하기 위해 마련됐다. 기증 가능한 도서는 2020년 이후 출판된 책이며, 훼손이나 오염이 심한 도서와 전집, 참고서, 문제집, 백과사전 등은 기증 대상에서 제외된다. 울주군은 도서 기증 유도를 위해 3권 이상 기증자 선착순 100명에게 기프트카드를 준다. 또 연간 30권 이상 기증자에게는 울주군 군립도서관 대출 가능 도서 권수를 5권에서 10권으로 확대하는 혜택을 제공한다. 이순걸 군수는 이날 도서 기증데이 1호 기증자로서 행사에 동참했다. 이 군수는 평소 즐겨 읽던 '나는 농담으로 과학을 말한다' 등 도서 3권을 기증했다. 이 군수는 ""도서 기증은 단순한 책 나눔을 넘어 주민들이 함께 만들어가는 소통과 나눔의 장""이라며 ""도서 기증 행사를 통해 정보자원의 지속적 활용과 독서 문화 활성화에 기여할 수 있길 바란다""고 말했다. 울주군은 오는 14일 오후 2시 울주선바위도서관, 울주옹기종기도서관, 울주천상도서관에서 도서 기증데이 행사를 연다. young@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610099600527,전남 여수·광양 오존주의보 해제,"(광주=연합뉴스) 전남 여수·광양에 내려진 오존주의보가 10일 오후 2시 해제됐다고 환경부 한국환경공단이 전했다. 해제 지역의 시간 평균 오존 농도는 오후 2시 현재 각각 여수 0.1025ppm(100만분의 1), 광양 0.0973ppm이다. 1시간 평균 공기 중 오존(O₃) 농도가 0.12ppm 이상이면 오존주의보가, 0.30ppm 이상이면 오존경보가, 0.50ppm 이상이면 오존중대경보가 각각 발령된다.",2025-06-10
https://www.yna.co.kr/view/AKR20250610098900055,"검찰, 대낮 원룸에 불 질러 입주민 숨지게 한 30대 기소","(전주=연합뉴스) 정경재 기자 = 대낮 원룸 건물에 불을 내 입주민을 숨지게 한 30대 여성이 재판에 넘겨졌다. 전주지검 형사1부(정보영 부장검사)는 중실화 및 중과실치사상 혐의로 강모(30)씨를 구속기소 했다고 10일 밝혔다. 강씨는 지난 4월 29일 낮 12시 40분께 전주시 완산구 효자동의 한 원룸에 불을 내 40대 주민 A씨를 숨지게 한 혐의를 받는다. 원룸 주차장에 있던 강씨 차량에서 시작된 이 불은 주변 차량 8대와 원룸 건물 등을 태워 1억1천만원 상당의 피해를 내고 30여분 만에 꺼졌다. A씨 외에 다른 입주민 3명도 연기를 들이마셨으나 추가 인명피해로 이어지지는 않았다. 강씨는 경찰 조사에서 ""차 안에서 스스로 목숨을 끊으려고 했다""는 취지로 진술한 것으로 알려졌다. 강씨의 첫 재판은 오는 24일 전주지법에서 열린다. jaya@yna.co.kr",2025-06-10
https://www.yna.co.kr/view/AKR20250610099500061,분당 도로서 마을버스가 차량 6대 들이받아…4명 부상,(성남=연합뉴스) 김솔 기자 = 10일 낮 12시 41분께 경기 성남시 분당구 수내동 도로에서 주행 중인 마을버스가 차량 6대를 들이받는 사고가 났다. 이날 사고는 왕복 8차선 도로에서 성남 방향 1차로를 주행하던 마을버스가 반대편 차선을 달리던 그랜저 승용차 등 4대를 들이받으면서 발생했다. 이후 해당 마을버스는 다시 성남 방향 차로로 넘어와 싼타페 SUV 등 2대를 들이받았던 것으로 파악됐다. 이 사고로 마을버스 기사인 40대 남성 A씨와 다른 차량 운전자 등 4명이 다쳐 인근 병원으로 이송됐다. 이들은 모두 생명에 지장이 없는 것으로 전해졌다. 경찰은 A씨 등을 대상으로 자세한 사고 경위를 조사할 방침이다. sol@yna.co.kr,2025-06-10
https://www.yna.co.kr/view/AKR20250610094000004,'사상 초유·최대' 3개 특검 동시수사…다음달 본격 착수 전망,"나흘 안에 특검 임명 가능…영리활동 금지에 특검 구인난 우려도 내란특검, 국정농단 두배 넘는 267명 투입…역대 최대 규모 가동 (서울=연합뉴스) 이보배 기자 = '3대 특검법안(내란특검법·김건희특검법·채상병특검법)'이 10일 국무회의에서　의결되면서 대략적인 수사 일정 윤곽이 나왔다. 관보 공포 즉시 시행돼 절차에 따라 각 사건의 특별검사가 임명되고 특별검사보, 파견 검사 등이 정해지면 사상 초유의 3개 특검 동시 수사가 다음 달 초부터 시작될 전망이다. 3개 법안에 따르면 특검 임명까지 내란·김건희 특검은 최장 11일, 채상병 특검은 최장 12일이 걸린다. 우원식 국회의장이 법 시행일로부터 2일 이내 이재명 대통령에게 서면으로 특검 임명을 요청하면 이 대통령이 국회에 특검 후보 추천을 공식 의뢰해야 한다. 3개 특검 모두 더불어민주당과 조국혁신당에서 특검 후보자를 각각 1명씩 추천하게 되고, 이 대통령이 이들 중 1명을 3일 이내에 특검으로 임명하게 된다. 단계별로 규정된 기간을 각각 하루씩만 쓸 경우 나흘 만에 특검이 임명될 수도 있다. 이르면 오는 14일 특검이 정해질 수도 있다는 얘기다. 다만 특검으로 임명되면 수사와 재판이 진행되는 수년간 영리 행위와 겸직이 금지되는 만큼 후보자 물색에 어려움을 겪을 수 있다는 전망도 나온다. 2016년 박근혜 정부의 국정농단 사건을 맡은 박영수 특검팀도 2021년 3월 특검법 제정과 관련해 ""변호사인 특검 등이 4∼5년 이상 영리 행위나 겸직 금지 상태에서 특검 업무에만 전념하게 하는 건 과도한 제한""이라는 건의 사항을 국회에 제출한 바 있다. 3개 특검법은 특검보 임명 등 수사팀 구성과 별도의 수사 사무실 확보 등을 위해 최장 20일의 준비기간을 거쳐 수사를 개시하게 된다. 역대 특검팀 대부분이 준비기간을 거의 남김없이 쓴 관례를 고려하면, 3개 특검 역시 본격적인 수사는 일러도 다음 달 초 시작될 것으로 보인다. 수사 기간은 내란·",2025-06-10
https://www.yna.co.kr/view/AKR20250610095300056,서귀포예술의전당서 이달 18일 합창 페스티벌,"(서귀포=연합뉴스) 박지호 기자 = 서귀포시는 오는 18일 오후 7시 서귀포예술의전당 대극장에서 서귀포합창단의 기획공연 2025 서귀포합창페스티벌을 연다고 10일 밝혔다. 이번 공연은 서귀포를 대표하는 도립 서귀포합창단과 더불어 귤빛여성합창단, 벨라어린이합창단, 천지합창단, 푸른샘시니어합창단, 서귀포아트콰이어, 서귀포소년소녀합창단, 양지합창단 등이 함께 한다. 공연은 온라인 사전 예약자를 대상으로 무료로 진행되며, 사전 예약은 이달 18일 오후 5시까지 서귀포e티켓 홈페이지를 통해 하면 된다. 공연 관람 연령은 5세 이상부터 가능하다. 관련 문의는 서귀포예술단 사무국(☎064-739-0641)으로 하면 된다. jihopark@yna.co.kr",2025-06-10
